length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo
218733,0.832,0.0791,0.838,0.0,0.152,0.965,-5.414,0.0421,100.021
235213,0.727,0.103,0.974,0.000532,0.174,0.965,-2.261,0.0664,79.526
215106,0.459,0.604,0.575,0.0,0.0885,0.183,-4.858,0.0573,111.881
169973,0.773,0.836,0.437,2.42e-05,0.544,0.707,-8.281,0.0963,103.861
242013,0.585,0.721,0.436,1.31e-05,0.105,0.132,-8.761,0.0601,143.874
208211,0.545,0.969,0.366,0.267,0.641,0.1,-9.51,0.0378,86.997
161612,0.372,0.436,0.255,0.0,0.33,0.254,-6.834,0.0344,114.402
218883,0.713,0.841,0.452,0.0038,0.105,0.235,-9.638,0.0295,102.963
198370,0.449,0.524,0.465,1.02e-06,0.303,0.543,-8.964,0.0791,89.087
175933,0.395,0.765,0.443,9.67e-06,0.0839,0.338,-9.72,0.133,168.924
202009,0.608,0.854,0.358,0.0186,0.113,0.365,-10.018,0.0253,103.94
212496,0.671,0.705,0.336,0.00751,0.0577,0.518,-8.494,0.241,75.051
226909,0.692,0.306,0.552,2.34e-05,0.11,0.152,-9.397,0.0345,109.992
269560,0.422,0.922,0.264,0.0,0.132,0.331,-7.064,0.0322,119.93
181714,0.498,0.952,0.0942,0.0,0.13,0.299,-18.713,0.126,139.218
160790,0.633,0.515,0.242,0.0,0.0839,0.694,-8.523,0.0761,98.219
204090,0.588,0.000327,0.894,0.0,0.351,0.728,-4.747,0.0347,123.966
182160,0.501,0.751,0.405,0.0,0.105,0.446,-5.679,0.0319,109.891
222997,0.735,0.334,0.369,0.0,0.126,0.235,-9.682,0.0688,140.004
227093,0.371,0.748,0.268,0.0517,0.104,0.165,-10.506,0.0281,102.617
201083,0.572,0.587,0.406,4.48e-06,0.102,0.265,-8.624,0.0427,119.812
258986,0.614,0.607,0.379,0.000464,0.0986,0.201,-10.48,0.0476,107.989
239000,0.258,0.101,0.437,1.27e-06,0.106,0.0967,-6.593,0.039,180.043
204326,0.329,0.918,0.235,0.0,0.137,0.22,-7.699,0.0303,171.006
196077,0.367,0.978,0.111,3.97e-05,0.0897,0.198,-14.084,0.0972,82.642
184638,0.629,0.884,0.306,0.0776,0.124,0.191,-11.735,0.0424,76.994
202826,0.638,0.753,0.259,0.0,0.219,0.269,-10.706,0.0898,88.485
275280,0.71,0.965,0.0565,0.0,0.0889,0.348,-15.099,0.0534,123.994
205785,0.501,0.0195,0.904,0.0,0.156,0.603,-5.243,0.0866,180.066
158536,0.53,0.385,0.593,0.0,0.314,0.538,-7.286,0.0545,125.723
37640,0.336,0.942,0.231,0.0,0.188,0.429,-6.217,0.0497,168.685
202496,0.52,0.922,0.119,0.0,0.0883,0.355,-12.148,0.0407,69.217
177173,0.59,0.393,0.62,0.000534,0.108,0.652,-8.312,0.0862,95.244
266432,0.466,0.947,0.113,7.53e-05,0.0986,0.104,-13.325,0.0414,125.369
175026,0.453,0.728,0.383,0.0,0.387,0.333,-11.015,0.163,105.029
210163,0.326,0.89,0.357,0.00527,0.178,0.326,-11.124,0.0303,116.147
137250,0.471,0.953,0.229,0.0,0.0909,0.358,-6.504,0.0358,68.41
121886,0.669,0.883,0.308,0.0,0.0984,0.52,-10.068,0.029,64.934
211466,0.358,0.695,0.557,0.0,0.0902,0.494,-7.398,0.059,85.043
201065,0.754,0.204,0.582,0.0,0.0718,0.828,-6.957,0.089,133.91
260285,0.681,0.837,0.174,3.35e-05,0.0983,0.231,-8.745,0.0315,112.672
245425,0.704,0.902,0.225,0.657,0.106,0.243,-14.454,0.0994,120.006
196373,0.553,0.697,0.586,0.0,0.0813,0.443,-6.319,0.0362,126.684
188903,0.499,0.00217,0.82,5.03e-05,0.169,0.388,-6.396,0.0431,154.945
215045,0.352,0.901,0.361,0.224,0.191,0.273,-14.953,0.0356,147.931
248986,0.378,0.472,0.388,0.0,0.157,0.188,-9.017,0.036,72.293
211453,0.613,0.526,0.739,0.0,0.149,0.712,-6.478,0.0311,104.966
223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95
163586,0.473,0.941,0.203,0.0,0.126,0.419,-12.627,0.102,168.884
229412,0.442,0.0984,0.585,0.391,0.14,0.116,-10.332,0.0964,97.565
171573,0.647,0.78,0.309,7.41e-06,0.202,0.195,-7.948,0.0366,87.045
185560,0.735,0.0304,0.542,0.0,0.107,0.299,-6.244,0.0829,151.529
219800,0.468,0.00568,0.936,0.0,0.24,0.663,-3.683,0.0455,75.05
160184,0.699,0.779,0.304,0.000993,0.137,0.271,-11.192,0.0993,119.705
208627,0.696,0.0251,0.525,0.0,0.138,0.588,-7.594,0.0704,152.994
201707,0.708,0.0956,0.648,0.0,0.134,0.338,-5.626,0.0449,143.955
212120,0.662,0.312,0.714,0.0,0.179,0.464,-5.68,0.121,147.997
169265,0.667,0.785,0.373,0.0,0.0906,0.0823,-9.389,0.05,124.148
208687,0.464,0.866,0.473,0.0,0.109,0.604,-10.086,0.129,75.801
190102,0.674,0.02,0.85,0.0,0.128,0.476,-5.104,0.0275,109.988
205686,0.688,0.443,0.53,0.0,0.0995,0.162,-5.507,0.0333,106.958
198853,0.618,0.469,0.443,0.0,0.0829,0.167,-9.681,0.0526,119.949
155205,0.671,0.75,0.337,1.38e-06,0.11,0.12,-9.762,0.0605,119.716
156106,0.708,0.868,0.186,0.0,0.0779,0.322,-8.953,0.042,72.541
240187,0.599,0.103,0.485,0.000118,0.161,0.201,-11.955,0.0302,129.783
198040,0.357,0.584,0.425,0.0,0.322,0.27,-7.301,0.0333,102.078
252373,0.5,0.213,0.64,5.96e-05,0.107,0.351,-7.668,0.0312,84.962
179120,0.507,0.855,0.204,0.0,0.143,0.343,-11.575,0.0504,77.765
214093,0.615,0.604,0.422,0.0,0.112,0.185,-8.019,0.0504,135.859
205985,0.714,0.0607,0.473,0.0,0.352,0.557,-8.807,0.234,141.901
209093,0.721,0.755,0.389,0.0,0.136,0.465,-8.558,0.0279,98.003
203320,0.751,0.653,0.354,0.0,0.101,0.315,-7.867,0.027,95.016
169353,0.652,0.74,0.557,0.0,0.124,0.483,-5.714,0.0318,150.073
115401,0.76,0.00772,0.371,0.0,0.0785,0.653,-8.964,0.0531,138.023
153466,0.475,0.183,0.432,0.0,0.161,0.648,-7.844,0.0302,94.605
217293,0.689,0.158,0.505,0.0,0.138,0.312,-6.389,0.0933,99.017
152666,0.369,0.866,0.272,0.0,0.147,0.218,-10.497,0.0364,172.929
219146,0.469,0.897,0.08,4.22e-05,0.112,0.206,-15.489,0.0425,101.238
306573,0.536,0.778,0.435,0.000186,0.107,0.276,-9.768,0.0399,151.863
134197,0.811,0.227,0.609,0.0,0.102,0.439,-8.376,0.0996,120.071
210772,0.653,0.194,0.809,0.0,0.165,0.55,-4.057,0.0474,92.213
134328,0.765,0.19,0.523,0.0,0.145,0.649,-7.527,0.04,143.003
171575,0.467,0.502,0.543,0.0,0.147,0.133,-6.022,0.0383,79.843
220492,0.736,0.946,0.308,0.0,0.186,0.361,-7.83,0.0677,111.202
170232,0.661,0.0104,0.553,0.0,0.134,0.124,-7.233,0.132,114.868
181613,0.795,0.607,0.178,0.0,0.623,0.608,-11.991,0.0574,93.982
223771,0.601,0.105,0.655,0.000782,0.12,0.409,-6.342,0.0292,106.009
266626,0.555,0.948,0.0739,0.0,0.108,0.25,-13.961,0.0517,139.149
205463,0.55,0.161,0.415,0.0,0.108,0.274,-6.557,0.052,172.065
195573,0.682,0.596,0.443,0.00539,0.266,0.582,-10.787,0.0554,99.891
208586,0.613,0.000355,0.658,0.0073,0.0866,0.466,-7.009,0.0364,131.012
199386,0.551,0.659,0.386,0.0,0.125,0.245,-10.22,0.132,116.409
119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021
228433,0.609,0.287,0.668,0.0104,0.0974,0.212,-4.515,0.0308,82.975
173333,0.726,0.731,0.431,0.0,0.696,0.348,-8.765,0.135,144.026
254013,0.436,0.588,0.473,4.35e-05,0.103,0.242,-7.24,0.0307,108.906
229029,0.614,0.911,0.126,0.0,0.148,0.351,-9.403,0.0376,119.945
217680,0.608,0.749,0.215,0.0,0.119,0.255,-12.451,0.0404,147.846
229226,0.38,0.691,0.339,0.0,0.12,0.0849,-7.885,0.0338,100.607
280324,0.459,0.708,0.356,0.00266,0.137,0.189,-11.063,0.0267,142.889
152796,0.583,0.593,0.444,0.0,0.353,0.167,-8.601,0.0456,119.59
158367,0.623,0.58,0.361,0.0,0.254,0.689,-9.612,0.263,73.609
200185,0.351,0.934,0.296,0.0,0.095,0.12,-10.109,0.0333,115.284
187931,0.522,0.894,0.128,0.026,0.0941,0.124,-18.717,0.0357,109.986
242808,0.665,0.00604,0.617,0.0015,0.299,0.393,-10.845,0.028,131.963
209560,0.443,0.388,0.298,1e-05,0.103,0.172,-12.181,0.0644,77.253
256688,0.572,0.835,0.155,0.000137,0.0906,0.0949,-14.405,0.0344,109.923
194871,0.668,0.398,0.547,0.0766,0.0931,0.192,-8.024,0.0353,83.5
165000,0.666,0.0437,0.654,0.00193,0.125,0.378,-7.84,0.0286,108.044
185146,0.453,0.827,0.35,0.00122,0.144,0.279,-11.639,0.0425,72.017
226285,0.514,0.858,0.622,0.88,0.105,0.122,-7.381,0.0341,139.973
244360,0.445,0.695,0.537,1.65e-05,0.0944,0.131,-8.532,0.04,122.769
186285,0.576,0.766,0.467,0.0,0.234,0.528,-7.648,0.0298,104.932
206458,0.505,0.576,0.34,0.0,0.21,0.0916,-9.005,0.0438,101.993
209797,0.429,0.232,0.494,1.35e-06,0.106,0.503,-9.994,0.511,167.777
201933,0.266,0.905,0.0596,7.07e-05,0.132,0.143,-18.515,0.0363,181.74
101533,0.703,0.991,0.157,0.00452,0.0912,0.567,-11.1,0.0437,92.608
260000,0.502,0.463,0.686,0.0,0.101,0.163,-8.224,0.0584,94.833
167500,0.607,0.0118,0.553,0.0343,0.0989,0.624,-13.986,0.0965,93.119
181354,0.569,0.0434,0.513,0.0,0.219,0.294,-6.405,0.042,154.966
244820,0.661,0.546,0.393,0.000131,0.11,0.165,-8.199,0.0554,83.851
185413,0.328,0.823,0.602,8.09e-06,0.288,0.541,-6.933,0.071,78.978
195358,0.725,0.982,0.199,0.00395,0.1,0.264,-12.478,0.0357,120.031
228106,0.745,0.698,0.35,0.00197,0.365,0.39,-11.377,0.106,80.068
267520,0.379,0.707,0.219,0.000691,0.118,0.188,-11.196,0.0307,79.786
194409,0.559,0.283,0.723,0.0,0.457,0.379,-5.257,0.0331,143.892
173840,0.395,0.916,0.174,0.00602,0.104,0.221,-10.313,0.043,73.773
218754,0.331,0.365,0.45,0.00464,0.22,0.18,-5.362,0.034,123.829
209493,0.675,0.633,0.479,1.76e-05,0.088,0.454,-9.87,0.0278,81.998
140000,0.544,0.0163,0.809,2.63e-06,0.335,0.454,-6.056,0.0479,150.084
189062,0.544,0.0156,0.704,0.0,0.164,0.265,-5.678,0.0435,80.029
186170,0.783,0.646,0.569,0.0,0.14,0.364,-8.882,0.341,123.988
170263,0.587,0.121,0.466,0.0,0.297,0.204,-10.911,0.0352,113.97
241066,0.693,0.77,0.322,0.506,0.0939,0.518,-11.224,0.0314,141.042
190387,0.628,0.755,0.329,0.00198,0.102,0.413,-12.605,0.0292,104.038
117002,0.86,0.862,0.302,0.269,0.168,0.935,-19.123,0.148,113.987
167000,0.616,0.0134,0.572,0.0,0.0758,0.246,-12.779,0.0491,115.008
266541,0.503,0.981,0.339,0.489,0.103,0.353,-14.84,0.0387,187.782
198878,0.556,0.189,0.54,0.43,0.0774,0.238,-10.013,0.0356,103.877
207973,0.477,0.928,0.242,0.0,0.0818,0.488,-9.162,0.0529,43.509
217241,0.571,0.3,0.453,1.91e-06,0.0948,0.26,-15.305,0.0514,115.987
153658,0.569,0.675,0.376,0.498,0.111,0.312,-6.622,0.121,80.099
149189,0.619,0.9,0.241,0.0,0.116,0.0719,-7.102,0.046,79.461
174062,0.451,0.786,0.464,5.34e-06,0.116,0.588,-8.555,0.0621,96.145
178846,0.415,0.0316,0.84,1.21e-05,0.131,0.32,-3.945,0.0447,78.09
320466,0.509,0.218,0.79,0.125,0.144,0.625,-7.105,0.0293,147.073
197732,0.629,0.768,0.328,2.5e-05,0.103,0.389,-8.284,0.029,74.953
179607,0.684,0.525,0.669,1.62e-05,0.274,0.362,-10.037,0.0664,130.936
193024,0.627,0.274,0.529,2.09e-05,0.111,0.268,-6.395,0.0572,104.95
203294,0.556,0.719,0.539,5.36e-05,0.104,0.227,-6.401,0.0243,85.044
257720,0.576,0.337,0.835,0.0,0.082,0.476,-6.826,0.0486,150.017
159477,0.611,0.523,0.487,4.94e-05,0.243,0.427,-7.14,0.0471,85.965
211956,0.721,0.287,0.487,3.79e-06,0.118,0.205,-14.124,0.0873,77.013
168000,0.65,0.501,0.518,0.0,0.118,0.159,-6.794,0.0385,150.016
122728,0.604,0.213,0.62,0.0,0.0822,0.142,-9.29,0.0535,90.07
193600,0.71,0.701,0.356,0.0,0.0988,0.542,-12.336,0.079,150.062
192026,0.699,0.75,0.256,0.00136,0.105,0.588,-18.752,0.0327,135.023
98742,0.675,0.174,0.691,0.0,0.298,0.273,-6.026,0.091,87.513
161756,0.619,0.279,0.635,0.00312,0.108,0.164,-7.923,0.141,83.96
168864,0.506,0.449,0.434,0.0,0.257,0.231,-11.582,0.0529,91.307
157417,0.715,0.339,0.778,0.0,0.409,0.759,-6.119,0.0388,145.041
124089,0.529,0.727,0.488,0.0,0.112,0.293,-9.593,0.0999,140.275
223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95
165819,0.671,0.0769,0.529,0.000335,0.0856,0.203,-7.226,0.307,161.989
233023,0.724,0.388,0.269,0.0,0.0808,0.866,-15.465,0.0456,86.042
239835,0.511,0.349,0.566,0.0,0.34,0.218,-7.23,0.2,83.903
225857,0.655,0.474,0.441,0.0,0.099,0.273,-5.245,0.0629,139.957
240050,0.685,0.328,0.692,0.0,0.153,0.578,-5.122,0.0457,159.966
131213,0.63,0.0131,0.63,0.0,0.142,0.163,-6.211,0.0395,80.512
146520,0.797,0.0172,0.533,0.000152,0.103,0.329,-9.74,0.0412,131.036
109479,0.768,0.261,0.537,0.0,0.114,0.52,-6.858,0.0637,82.45
149520,0.48,0.0798,0.454,0.0,0.118,0.0811,-11.595,0.114,175.005
160184,0.699,0.779,0.304,0.000993,0.137,0.271,-11.192,0.0993,119.705
95466,0.734,0.847,0.57,2.14e-05,0.112,0.689,-7.066,0.133,129.953
119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021
191840,0.594,0.115,0.798,0.0,0.143,0.381,-5.244,0.0844,142.049
248431,0.745,0.0758,0.561,0.0,0.133,0.449,-4.869,0.0807,77.557
242180,0.706,0.0417,0.625,0.0,0.129,0.225,-7.426,0.0314,142.948
231297,0.543,0.0739,0.492,0.0,0.11,0.107,-7.432,0.156,220.099
222997,0.735,0.334,0.369,0.0,0.126,0.235,-9.682,0.0688,140.004
181890,0.649,0.627,0.453,0.0,0.116,0.431,-7.28,0.085,99.183
177847,0.731,0.107,0.65,0.0,0.124,0.605,-5.286,0.271,154.968
194621,0.65,0.00336,0.613,0.0,0.267,0.0804,-6.13,0.128,149.972
203881,0.676,0.0509,0.578,0.0,0.0796,0.698,-4.669,0.375,158.896
264746,0.657,0.352,0.421,0.000218,0.187,0.181,-11.378,0.412,174.063
220487,0.735,0.629,0.449,0.0,0.113,0.0397,-7.507,0.347,122.947
170538,0.642,0.032,0.562,0.0,0.168,0.177,-4.869,0.0812,158.001
195046,0.892,0.0467,0.633,0.000189,0.139,0.459,-7.471,0.0902,137.994
237506,0.759,0.515,0.245,0.000154,0.102,0.209,-6.545,0.138,96.992
246987,0.946,0.219,0.646,0.0,0.0643,0.961,-6.604,0.21,127.978
174315,0.75,0.0593,0.476,0.0,0.199,0.123,-7.864,0.0412,94.995
183703,0.715,0.373,0.574,0.0,0.174,0.337,-6.236,0.0817,157.0
159669,0.733,0.0513,0.389,0.0,0.141,0.244,-8.468,0.0738,157.878
221746,0.703,0.617,0.757,0.0,0.106,0.696,-3.612,0.05,82.008
127200,0.77,0.138,0.576,0.0,0.08,0.364,-11.845,0.339,166.162
164576,0.615,0.893,0.444,8.06e-06,0.127,0.125,-6.773,0.0282,120.098
347226,0.492,0.646,0.26,0.00178,0.0705,0.312,-17.341,0.0921,111.519
243356,0.707,0.0397,0.622,0.0,0.149,0.223,-6.951,0.031,142.942
174192,0.538,0.308,0.52,0.0,0.214,0.551,-11.063,0.737,180.274
158532,0.85,0.763,0.516,0.0,0.0896,0.874,-7.664,0.0714,108.963
208517,0.623,0.426,0.608,0.0,0.105,0.263,-5.937,0.0434,84.98
195268,0.6,0.109,0.723,0.0,0.167,0.463,-4.928,0.158,149.881
174182,0.606,0.00554,0.532,0.0,0.292,0.156,-4.833,0.0777,89.079
125571,0.788,0.0375,0.656,0.0,0.127,0.549,-6.974,0.047,138.981
117013,0.719,0.632,0.538,0.0,0.135,0.803,-6.897,0.28,204.132
123399,0.803,0.0957,0.569,0.0,0.0976,0.26,-6.366,0.0705,95.009
220240,0.51,0.801,0.619,0.0,0.0811,0.321,-7.918,0.281,97.018
175755,0.665,0.0414,0.651,0.0,0.0896,0.237,-5.515,0.156,163.935
258475,0.742,0.0381,0.579,0.0,0.0952,0.502,-5.024,0.202,144.994
176443,0.631,0.0963,0.709,0.0,0.376,0.2,-4.666,0.0505,84.504
214245,0.758,0.0558,0.932,0.0,0.097,0.592,-2.809,0.0372,125.993
122285,0.62,0.128,0.451,0.0,0.373,0.294,-7.623,0.17,156.906
192859,0.631,0.0811,0.672,0.0,0.154,0.282,-4.583,0.0347,119.948
244193,0.523,0.000616,0.678,0.0,0.142,0.277,-6.071,0.0692,159.909
240428,0.677,0.138,0.688,0.0,0.114,0.198,-4.058,0.0633,98.049
161985,0.766,0.775,0.548,5.57e-06,0.1,0.424,-4.29,0.235,82.944
161764,0.644,0.473,0.587,0.0,0.0759,0.68,-6.736,0.353,173.972
224000,0.567,0.354,0.515,0.0,0.078,0.321,-10.265,0.247,120.1
195586,0.71,0.128,0.49,0.0,0.0942,0.621,-9.832,0.246,74.351
204000,0.776,0.149,0.64,0.0,0.101,0.326,-8.058,0.184,160.038
189322,0.474,0.0687,0.631,0.0,0.132,0.425,-5.884,0.343,180.051
191018,0.756,0.0829,0.512,8.8e-06,0.113,0.303,-10.259,0.122,151.008
121680,0.767,0.68,0.538,0.0,0.192,0.343,-6.044,0.052,81.031
143712,0.638,0.22,0.539,0.0,0.241,0.247,-5.853,0.0504,83.381
150475,0.8,0.334,0.526,0.00174,0.0571,0.746,-5.153,0.0716,129.874
126521,0.719,0.232,0.598,0.0,0.115,0.303,-6.254,0.077,142.592
221419,0.76,0.505,0.568,0.0,0.107,0.414,-3.92,0.0558,77.482
122112,0.763,0.639,0.542,0.0,0.113,0.504,-6.753,0.148,142.031
166605,0.74,0.258,0.613,0.00372,0.123,0.473,-4.88,0.145,75.023
231266,0.68,0.331,0.578,0.0,0.135,0.341,-5.804,0.04,145.038
199386,0.551,0.659,0.386,0.0,0.125,0.245,-10.22,0.132,116.409
322586,0.536,0.513,0.708,0.0,0.0951,0.09,-7.882,0.758,78.33
161384,0.662,0.213,0.413,0.0,0.134,0.467,-7.357,0.0299,93.005
175568,0.695,0.00202,0.566,0.0,0.167,0.388,-7.484,0.124,80.029
157776,0.735,0.653,0.525,0.918,0.101,0.369,-2.939,0.0441,160.147
167996,0.445,0.82,0.606,0.0,0.117,0.375,-6.279,0.0778,86.712
172220,0.9,0.362,0.481,0.0,0.0887,0.793,-5.605,0.0721,99.977
121886,0.669,0.883,0.308,0.0,0.0984,0.52,-10.068,0.029,64.934
228720,0.638,0.0102,0.624,0.0,0.0944,0.445,-5.37,0.0798,159.937
162981,0.373,0.0568,0.717,0.0,0.114,0.293,-5.833,0.083,109.977
187006,0.794,0.208,0.459,7.17e-06,0.12,0.266,-7.404,0.0941,149.033
181688,0.487,0.157,0.74,0.0,0.612,0.522,-4.973,0.0944,73.779
183567,0.389,0.038,0.768,0.0,0.119,0.334,-4.765,0.256,90.146
196202,0.373,0.166,0.539,0.0,0.139,0.075,-4.865,0.086,77.006
189977,0.699,0.308,0.687,3.63e-05,0.121,0.499,-3.997,0.106,88.932
87560,0.433,0.843,0.778,0.0,0.139,0.764,-7.681,0.041,114.208
110886,0.592,0.661,0.457,0.000331,0.146,0.225,-6.081,0.0603,146.04
208000,0.609,0.664,0.37,0.086,0.328,0.352,-13.933,0.0712,119.806
105600,0.686,0.512,0.362,0.0,0.168,0.6,-12.042,0.617,126.7
168684,0.745,0.439,0.5,0.0,0.0943,0.433,-6.184,0.135,76.968
209213,0.513,0.161,0.661,0.0,0.246,0.179,-6.419,0.24,94.791
202193,0.63,0.337,0.446,0.0,0.166,0.177,-8.9,0.0351,143.078
270453,0.51,0.214,0.643,3.22e-06,0.101,0.0397,-6.602,0.0485,130.081
223542,0.612,0.168,0.601,0.0,0.117,0.525,-7.089,0.164,147.018
228951,0.744,0.355,0.514,0.0,0.183,0.449,-6.103,0.0746,136.013
188066,0.64,0.0875,0.789,0.0,0.147,0.762,-4.891,0.0644,75.018
134197,0.811,0.227,0.609,0.0,0.102,0.439,-8.376,0.0996,120.071
231857,0.789,0.38,0.652,1.57e-06,0.091,0.0775,-9.734,0.219,139.981
120215,0.564,0.759,0.374,0.0,0.0989,0.277,-14.132,0.459,97.387
163797,0.783,0.149,0.479,0.0,0.101,0.533,-10.646,0.541,176.027
194117,0.829,0.0232,0.52,0.0,0.134,0.248,-10.34,0.294,136.103
201920,0.712,0.234,0.515,0.0,0.205,0.563,-6.004,0.0857,160.0
205484,0.625,0.0172,0.814,0.0,0.158,0.535,-5.181,0.0657,144.991
205800,0.715,0.0622,0.639,0.0,0.157,0.151,-5.017,0.0752,149.996
195066,0.802,0.872,0.414,0.0,0.0863,0.377,-10.635,0.0776,131.952
215380,0.635,0.172,0.537,0.0,0.418,0.383,-7.895,0.0832,125.028
176874,0.561,0.232,0.832,0.0,0.107,0.666,-7.661,0.0717,93.991
179613,0.665,0.228,0.498,0.0,0.0757,0.127,-8.185,0.0832,81.967
245604,0.638,0.114,0.6,0.0,0.187,0.0399,-5.84,0.0438,101.981
226693,0.716,0.0991,0.729,0.0,0.0842,0.276,-6.313,0.117,131.975
186267,0.414,0.1,0.416,0.179,0.131,0.196,-8.024,0.0251,159.91
112800,0.421,0.102,0.154,0.00692,0.207,0.0949,-12.405,0.0319,99.886
203907,0.745,0.157,0.646,0.0,0.338,0.46,-6.987,0.17,79.993
205458,0.907,0.451,0.393,1.35e-06,0.135,0.202,-7.636,0.0539,104.949
138000,0.711,0.8,0.338,0.0,0.112,0.377,-6.426,0.0327,128.994
216996,0.68,0.827,0.257,2.95e-06,0.102,0.302,-11.24,0.0283,99.919
231155,0.275,0.742,0.161,2.41e-05,0.106,0.108,-12.604,0.0302,73.352
157227,0.639,0.424,0.54,0.0,0.159,0.218,-10.181,0.0481,153.126
133460,0.59,0.238,0.536,0.0,0.123,0.533,-8.977,0.214,119.958
141999,0.779,0.546,0.257,0.0,0.287,0.798,-9.345,0.0594,125.237
125596,0.595,0.34,0.504,0.0,0.067,0.469,-9.355,0.0612,80.127
105801,0.468,0.105,0.799,4.94e-06,0.0979,0.476,-7.685,0.041,84.025
189352,0.873,0.28,0.824,0.0,0.111,0.322,-4.674,0.2,141.982
137211,0.87,0.147,0.68,3.21e-06,0.0822,0.354,-7.949,0.421,140.089
187081,0.8,0.456,0.727,0.0,0.111,0.435,-8.654,0.513,76.983
166303,0.838,0.677,0.696,0.0,0.175,0.654,-6.101,0.0548,138.93
127022,0.658,0.055,0.736,0.0,0.0934,0.714,-8.215,0.0328,91.977
118409,0.447,0.234,0.589,0.0,0.139,0.5,-8.012,0.0659,85.682
147779,0.45,0.000465,0.783,6.09e-06,0.26,0.517,-8.22,0.0347,169.992
117442,0.697,0.256,0.488,0.0,0.146,0.445,-9.651,0.109,90.048
130666,0.652,0.186,0.608,0.0,0.116,0.491,-7.996,0.0525,95.061
140068,0.641,0.461,0.652,0.0,0.267,0.557,-6.811,0.14,77.048
142584,0.559,0.173,0.444,0.0,0.198,0.334,-9.174,0.101,87.279
160719,0.691,0.0328,0.513,0.0,0.08,0.573,-9.261,0.041,109.942
153527,0.749,0.523,0.661,0.0,0.124,0.833,-9.096,0.129,143.974
128000,0.61,0.619,0.307,0.000919,0.116,0.49,-16.618,0.0451,150.004
127142,0.651,0.365,0.224,0.0482,0.0756,0.119,-17.877,0.128,167.953
137806,0.587,0.313,0.421,0.143,0.124,0.418,-17.249,0.0409,155.02
179226,0.72,0.08,0.248,0.00515,0.113,0.553,-18.634,0.055,149.951
130037,0.83,0.483,0.26,0.00293,0.131,0.639,-17.686,0.0483,119.973
165360,0.68,0.138,0.638,0.00184,0.11,0.753,-9.077,0.0275,134.981
198857,0.622,0.691,0.201,0.0,0.167,0.165,-14.859,0.0432,139.945
120000,0.532,0.933,0.208,0.929,0.102,0.366,-17.916,0.0409,80.021
114203,0.79,0.656,0.446,0.931,0.0933,0.222,-9.273,0.052,80.002
