length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo
120546,0.753,0.48,0.355,0.87,0.122,0.506,-13.295,0.0898,111.863
116842,0.6,0.953,0.267,0.875,0.107,0.255,-12.964,0.0642,151.869
91832,0.648,0.55,0.499,0.933,0.107,0.119,-9.724,0.0412,147.661
118400,0.336,0.717,0.447,0.906,0.141,0.319,-11.923,0.0374,75.01
119250,0.501,0.563,0.433,0.69,0.174,0.088,-16.695,0.0505,139.878
109500,0.66,0.893,0.432,0.925,0.207,0.0675,-15.667,0.106,159.979
117495,0.698,0.914,0.193,0.937,0.0882,0.607,-15.01,0.0902,84.03
136744,0.793,0.109,0.224,0.726,0.101,0.483,-11.818,0.166,86.04
186007,0.728,0.278,0.479,0.721,0.106,0.143,-9.675,0.149,80.043
123809,0.712,0.813,0.641,0.811,0.113,0.17,-10.536,0.0397,126.027
118400,0.675,0.629,0.319,0.923,0.122,0.177,-13.757,0.0453,149.998
96616,0.694,0.0388,0.704,0.831,0.0908,0.212,-10.396,0.207,74.983
143414,0.729,0.062,0.308,0.875,0.0981,0.669,-14.782,0.129,163.977
143875,0.628,0.219,0.218,0.885,0.227,0.29,-14.097,0.0326,80.032
112941,0.688,0.842,0.271,0.962,0.103,0.257,-23.331,0.137,170.004
72015,0.7,0.643,0.0786,0.941,0.112,0.568,-13.826,0.173,80.041
127058,0.709,0.416,0.444,0.87,0.111,0.178,-8.449,0.031,84.992
116589,0.645,0.0739,0.374,0.76,0.108,0.222,-16.055,0.0394,140.015
112615,0.542,0.647,0.141,0.109,0.191,0.102,-21.456,0.0749,130.018
92464,0.664,0.425,0.415,0.746,0.664,0.181,-17.534,0.141,140.025
112000,0.585,0.32,0.557,0.924,0.188,0.327,-9.7,0.0335,150.059
108642,0.68,0.783,0.631,0.879,0.109,0.424,-10.811,0.0394,139.982
123015,0.592,0.257,0.37,0.91,0.106,0.143,-10.87,0.167,80.055
82778,0.77,0.822,0.444,0.904,0.116,0.0647,-9.09,0.0675,75.0
141683,0.487,0.624,0.42,0.881,0.109,0.064,-9.923,0.0475,170.048
147391,0.829,0.452,0.437,0.937,0.0987,0.425,-13.898,0.141,91.981
118602,0.712,0.297,0.618,0.901,0.0838,0.477,-12.004,0.0716,170.174
121500,0.695,0.0491,0.473,0.26,0.135,0.773,-7.418,0.0956,160.02
129007,0.814,0.102,0.652,0.859,0.11,0.214,-9.404,0.0763,80.012
176551,0.768,0.236,0.309,0.906,0.148,0.176,-14.508,0.0911,87.028
142400,0.747,0.00552,0.414,0.713,0.111,0.761,-15.691,0.0995,150.043
129136,0.691,0.267,0.401,0.916,0.225,0.418,-5.814,0.0338,157.973
97333,0.609,0.91,0.382,0.916,0.0879,0.12,-13.286,0.103,180.123
123866,0.717,0.699,0.417,0.943,0.121,0.59,-12.677,0.046,93.048
118302,0.895,0.534,0.109,0.549,0.106,0.546,-13.853,0.0996,134.067
135529,0.733,0.715,0.313,0.929,0.115,0.548,-10.408,0.276,170.018
165230,0.714,0.87,0.572,0.886,0.121,0.238,-9.691,0.0278,130.011
96666,0.762,0.966,0.373,0.929,0.127,0.246,-12.165,0.049,89.981
123015,0.619,0.453,0.53,0.865,0.135,0.118,-8.98,0.0363,80.001
171428,0.413,0.548,0.455,0.909,0.0809,0.103,-9.679,0.0978,140.109
112000,0.677,0.915,0.172,0.944,0.0904,0.0982,-21.905,0.0985,150.155
92678,0.52,0.303,0.477,0.899,0.107,0.035,-13.251,0.0656,140.181
117131,0.638,0.0664,0.304,0.741,0.166,0.171,-11.335,0.0333,78.026
135023,0.805,0.209,0.661,0.0747,0.0978,0.364,-4.602,0.0678,80.035
123000,0.777,0.803,0.37,0.905,0.255,0.123,-15.109,0.0504,80.014
116939,0.709,0.0459,0.486,0.865,0.0773,0.354,-11.599,0.0433,155.969
129600,0.643,0.117,0.413,0.833,0.131,0.424,-10.048,0.0334,75.007
124675,0.613,0.669,0.526,0.933,0.168,0.108,-9.243,0.031,154.082
122704,0.79,0.875,0.133,0.808,0.111,0.422,-9.365,0.0915,69.997
96004,0.532,0.943,0.137,0.824,0.0852,0.0732,-19.672,0.0648,89.346
108000,0.788,0.54,0.446,0.694,0.273,0.545,-9.812,0.0693,80.033
118182,0.624,0.354,0.229,0.47,0.116,0.395,-15.698,0.046,130.069
85432,0.581,0.815,0.127,0.217,0.0919,0.0974,-14.531,0.0981,169.643
96046,0.674,0.772,0.52,0.945,0.107,0.225,-9.925,0.0334,82.47
133523,0.542,0.0244,0.573,0.742,0.122,0.484,-5.668,0.0273,80.007
139684,0.605,0.8,0.396,0.872,0.141,0.622,-11.301,0.0509,80.957
136914,0.691,0.686,0.186,0.934,0.0762,0.548,-13.672,0.0487,86.383
108078,0.87,0.499,0.146,0.941,0.105,0.889,-11.877,0.22,80.087
125370,0.637,0.959,0.284,0.353,0.0848,0.178,-20.518,0.151,134.145
123200,0.594,0.486,0.656,0.873,0.0935,0.643,-10.05,0.0287,75.007
112000,0.656,0.959,0.164,0.933,0.0996,0.48,-19.743,0.0408,76.061
114468,0.517,0.785,0.405,0.452,0.415,0.0379,-8.508,0.0356,79.996
76706,0.688,0.939,0.148,0.911,0.105,0.596,-11.134,0.424,69.739
115555,0.743,0.0495,0.22,0.848,0.18,0.591,-12.443,0.04,135.014
120015,0.669,0.565,0.536,0.0697,0.0885,0.824,-10.684,0.0381,79.993
133975,0.344,0.787,0.264,0.00186,0.121,0.167,-15.531,0.0533,76.758
131000,0.798,0.487,0.0841,0.8,0.239,0.506,-12.673,0.209,160.038
157500,0.713,0.241,0.268,0.885,0.11,0.419,-12.041,0.0458,80.024
99740,0.601,0.579,0.6,0.623,0.168,0.157,-5.152,0.0525,154.257
99820,0.718,0.567,0.248,0.915,0.125,0.192,-16.31,0.0378,79.952
135855,0.549,0.768,0.385,0.964,0.106,0.156,-13.8,0.0326,122.022
114868,0.789,0.857,0.192,0.781,0.147,0.437,-19.718,0.0798,90.014
144350,0.768,0.74,0.291,0.359,0.0987,0.246,-9.316,0.104,104.952
118153,0.69,0.128,0.277,0.462,0.117,0.115,-17.052,0.0397,130.014
108458,0.845,0.397,0.571,0.865,0.313,0.657,-10.541,0.058,134.996
139046,0.789,0.742,0.334,0.91,0.0805,0.573,-6.802,0.0824,38.006
195136,0.717,0.802,0.193,0.893,0.0653,0.0447,-16.141,0.0459,109.992
112300,0.599,0.89,0.493,0.864,0.248,0.37,-10.691,0.229,75.236
124461,0.755,0.964,0.323,0.897,0.0794,0.0735,-13.228,0.038,127.985
102416,0.521,0.65,0.289,0.843,0.0878,0.0715,-12.812,0.0292,74.987
142182,0.843,0.538,0.256,0.114,0.133,0.655,-13.565,0.0752,68.997
65790,0.614,0.967,0.277,0.891,0.0698,0.236,-11.943,0.042,84.938
136500,0.564,0.944,0.461,0.925,0.0914,0.454,-8.1,0.0742,179.961
127910,0.714,0.356,0.34,0.871,0.1,0.176,-15.571,0.0534,139.993
101647,0.614,0.582,0.219,0.749,0.0979,0.567,-11.579,0.138,85.043
119240,0.703,0.686,0.469,0.94,0.0963,0.321,-11.165,0.0471,78.98
111848,0.58,0.287,0.229,0.856,0.104,0.127,-16.333,0.0308,70.013
86210,0.673,0.683,0.502,0.945,0.118,0.707,-10.53,0.0315,142.534
113803,0.74,0.468,0.222,0.918,0.0782,0.148,-18.576,0.0586,139.991
113892,0.878,0.0528,0.498,0.867,0.108,0.0577,-8.624,0.0715,140.009
96232,0.654,0.302,0.497,0.932,0.0857,0.343,-15.684,0.117,140.002
144452,0.742,0.45,0.469,0.903,0.334,0.737,-8.789,0.0367,145.947
113921,0.76,0.568,0.322,0.927,0.0855,0.184,-13.638,0.0485,160.028
101151,0.744,0.231,0.158,0.852,0.104,0.112,-11.529,0.043,140.19
113892,0.757,0.0296,0.388,0.873,0.115,0.108,-10.537,0.0353,140.041
107616,0.561,0.395,0.228,0.868,0.106,0.607,-12.975,0.0573,75.006
108015,0.779,0.825,0.381,0.944,0.101,0.459,-14.127,0.342,79.976
133666,0.666,0.485,0.694,0.846,0.111,0.557,-11.944,0.0411,90.011
123446,0.471,0.875,0.21,0.926,0.101,0.04,-17.531,0.0497,69.99
242727,0.504,0.241,0.438,0.896,0.151,0.599,-13.025,0.186,88.01
86571,0.645,0.967,0.114,0.831,0.112,0.191,-15.768,0.356,78.015
96000,0.745,0.327,0.54,0.0432,0.109,0.257,-7.217,0.0557,79.992
115200,0.779,0.141,0.301,0.805,0.103,0.513,-7.239,0.0546,74.993
286265,0.555,0.507,0.631,0.889,0.0966,0.196,-7.542,0.0736,83.015
92250,0.857,0.838,0.146,0.954,0.109,0.776,-10.946,0.33,82.9
138947,0.812,0.35,0.403,0.447,0.106,0.382,-8.448,0.232,75.89
160000,0.541,0.972,0.232,0.899,0.109,0.11,-15.774,0.027,74.998
117972,0.771,0.0549,0.0562,0.677,0.191,0.104,-15.106,0.0817,86.011
120070,0.7,0.837,0.415,0.939,0.199,0.553,-8.806,0.0956,80.004
108176,0.652,0.923,0.487,0.695,0.154,0.13,-8.809,0.0521,85.053
128275,0.801,0.712,0.568,0.862,0.104,0.428,-7.413,0.0294,90.02
117446,0.657,0.0336,0.417,0.867,0.0885,0.0706,-13.133,0.0392,139.76
99754,0.566,0.14,0.307,0.672,0.109,0.241,-9.505,0.0412,77.026
194881,0.595,0.429,0.349,0.934,0.0963,0.134,-14.316,0.0327,84.998
201154,0.524,0.659,0.238,0.922,0.16,0.121,-11.163,0.0424,78.018
135775,0.664,0.0679,0.669,0.79,0.106,0.281,-6.398,0.0534,170.019
80714,0.665,0.322,0.403,0.934,0.106,0.231,-10.131,0.214,140.608
108000,0.404,0.567,0.414,0.882,0.104,0.458,-10.834,0.104,151.007
109732,0.679,0.202,0.384,0.855,0.239,0.37,-12.171,0.0318,140.186
156000,0.673,0.229,0.351,0.772,0.104,0.203,-8.386,0.0402,80.008
150966,0.804,0.922,0.577,0.939,0.113,0.181,-14.929,0.14,79.486
117283,0.578,0.805,0.228,0.82,0.105,0.0456,-12.589,0.0311,74.988
130677,0.665,0.845,0.597,0.919,0.11,0.81,-9.669,0.274,78.681
207483,0.724,0.185,0.105,0.929,0.343,0.308,-14.478,0.0613,155.069
153846,0.58,0.793,0.439,0.643,0.707,0.134,-11.073,0.0531,77.996
135807,0.66,0.947,0.48,0.657,0.107,0.0409,-8.316,0.0445,130.375
124285,0.598,0.949,0.144,0.916,0.102,0.207,-18.771,0.0297,112.109
138035,0.711,0.82,0.196,0.884,0.0339,0.709,-15.477,0.41,78.047
198000,0.602,0.81,0.159,0.925,0.0844,0.0429,-20.303,0.043,120.009
179624,0.392,0.868,0.241,0.84,0.184,0.229,-18.57,0.0366,119.972
96085,0.838,0.747,0.371,0.775,0.108,0.611,-6.468,0.0776,79.961
169852,0.623,0.436,0.67,0.93,0.154,0.398,-6.067,0.0464,169.959
163143,0.867,0.343,0.115,0.886,0.0772,0.369,-12.284,0.218,82.016
111428,0.845,0.368,0.224,0.85,0.0541,0.768,-20.884,0.0713,140.124
144165,0.575,0.913,0.138,0.888,0.109,0.292,-15.969,0.0384,112.564
124623,0.407,0.904,0.384,0.879,0.13,0.113,-14.37,0.294,148.944
149647,0.644,0.917,0.218,0.944,0.0848,0.101,-17.003,0.05,85.042
93300,0.554,0.309,0.757,0.961,0.137,0.653,-4.49,0.0328,169.982
93518,0.735,0.425,0.446,0.801,0.0859,0.327,-10.56,0.0308,94.007
96000,0.713,0.324,0.531,0.786,0.118,0.303,-8.491,0.081,80.017
121846,0.729,0.325,0.143,0.921,0.265,0.28,-18.284,0.0546,130.054
113892,0.771,0.136,0.263,0.857,0.108,0.0868,-12.259,0.037,139.951
159241,0.64,0.897,0.145,0.691,0.195,0.501,-11.465,0.1,75.022
143275,0.597,0.363,0.648,0.902,0.117,0.842,-4.453,0.0347,166.099
111124,0.586,0.851,0.372,0.479,0.0897,0.349,-15.36,0.0401,80.05
108039,0.842,0.218,0.466,0.449,0.0881,0.813,-7.692,0.0792,80.012
88006,0.433,0.694,0.645,0.902,0.352,0.106,-11.67,0.173,90.403
108851,0.688,0.581,0.401,0.907,0.0967,0.325,-13.071,0.0742,79.991
160862,0.628,0.252,0.372,0.936,0.204,0.227,-9.286,0.0617,85.039
105494,0.516,0.857,0.142,0.915,0.109,0.655,-14.464,0.0288,181.994
102015,0.621,0.796,0.432,0.86,0.304,0.47,-15.962,0.0457,160.016
102583,0.696,0.471,0.362,0.916,0.102,0.532,-12.652,0.0483,74.966
138435,0.521,0.0332,0.401,0.941,0.108,0.164,-9.948,0.0307,169.89
85890,0.671,0.894,0.388,0.778,0.113,0.299,-11.996,0.0377,79.995
136500,0.732,0.397,0.369,0.861,0.0919,0.31,-11.664,0.127,80.013
99996,0.643,0.204,0.56,0.197,0.0908,0.521,-7.295,0.0354,79.986
117015,0.744,0.0127,0.29,0.831,0.0887,0.181,-14.372,0.0659,80.083
100016,0.668,0.94,0.288,0.955,0.0713,0.439,-13.146,0.0341,144.067
100465,0.816,0.436,0.181,0.289,0.152,0.849,-10.37,0.0603,171.862
168187,0.65,0.89,0.201,0.529,0.0987,0.286,-11.678,0.0291,160.057
171304,0.642,0.682,0.224,0.895,0.0869,0.0931,-19.698,0.095,69.017
168191,0.667,0.766,0.0467,0.933,0.0872,0.497,-27.832,0.0473,131.959
168800,0.343,0.931,0.195,0.877,0.228,0.0392,-12.722,0.0444,74.993
173913,0.513,0.93,0.283,0.908,0.101,0.156,-16.272,0.0409,68.952
150000,0.725,0.947,0.188,0.913,0.165,0.0727,-17.655,0.0383,130.028
197421,0.665,0.91,0.253,0.882,0.107,0.147,-14.972,0.0336,111.988
137571,0.673,0.971,0.128,0.951,0.104,0.482,-12.62,0.0452,139.941
139746,0.633,0.889,0.111,0.917,0.102,0.137,-25.365,0.0333,79.017
156273,0.625,0.968,0.245,0.813,0.162,0.132,-17.823,0.0319,85.995
136182,0.579,0.907,0.0857,0.883,0.108,0.104,-20.216,0.0608,74.015
129522,0.394,0.979,0.0806,0.949,0.114,0.275,-21.851,0.0559,126.017
122307,0.663,0.965,0.187,0.945,0.116,0.177,-19.565,0.036,130.046
118206,0.635,0.925,0.103,0.899,0.103,0.199,-14.739,0.0468,135.969
142115,0.715,0.833,0.204,0.946,0.111,0.377,-14.326,0.0381,77.992
155714,0.694,0.479,0.225,0.754,0.109,0.204,-19.029,0.032,130.094
170000,0.629,0.975,0.241,0.947,0.104,0.0675,-15.764,0.0492,80.018
165428,0.6,0.955,0.269,0.951,0.143,0.0615,-10.229,0.0289,139.998
143302,0.571,0.929,0.155,0.927,0.103,0.224,-19.837,0.0346,134.034
201154,0.524,0.659,0.238,0.922,0.16,0.121,-11.163,0.0424,78.018
133877,0.697,0.0218,0.281,0.946,0.111,0.177,-11.444,0.061,146.918
155321,0.734,0.888,0.334,0.915,0.11,0.158,-13.877,0.0355,135.998
121839,0.777,0.904,0.0346,0.879,0.109,0.232,-17.83,0.222,70.926
193600,0.683,0.644,0.154,0.917,0.11,0.255,-11.89,0.0539,75.027
162000,0.723,0.856,0.252,0.877,0.12,0.0853,-14.098,0.103,79.992
125721,0.874,0.826,0.06,0.93,0.221,0.225,-14.899,0.138,130.197
143378,0.695,0.771,0.287,0.904,0.362,0.379,-14.608,0.0499,128.028
140616,0.518,0.963,0.213,0.909,0.368,0.0767,-10.221,0.0317,71.015
152470,0.741,0.965,0.105,0.85,0.108,0.523,-13.448,0.159,68.967
142010,0.685,0.749,0.249,0.378,0.121,0.113,-16.884,0.14,120.014
164383,0.387,0.932,0.0431,0.909,0.134,0.228,-28.518,0.0531,143.773
189850,0.644,0.911,0.274,0.941,0.137,0.0394,-14.18,0.0349,134.001
133880,0.638,0.945,0.189,0.948,0.348,0.236,-16.359,0.0313,67.001
137561,0.644,0.937,0.182,0.825,0.0864,0.162,-19.706,0.0457,81.959
163333,0.765,0.756,0.089,0.491,0.117,0.182,-18.359,0.202,144.149
160000,0.693,0.807,0.105,0.944,0.0783,0.0428,-14.827,0.0846,144.068
176103,0.661,0.803,0.122,0.332,0.101,0.0802,-15.165,0.0324,76.982
145822,0.49,0.785,0.341,0.682,0.0803,0.0529,-9.801,0.0967,158.361
150857,0.599,0.97,0.117,0.158,0.12,0.116,-12.27,0.0351,140.041
160229,0.588,0.549,0.366,0.893,0.143,0.0392,-15.665,0.0366,119.957
158000,0.613,0.954,0.182,0.382,0.116,0.378,-15.503,0.0474,70.024
152238,0.369,0.797,0.281,0.879,0.0895,0.0514,-16.412,0.045,200.952
129729,0.756,0.639,0.0963,0.883,0.0608,0.159,-18.179,0.0759,147.876
166956,0.741,0.759,0.133,0.922,0.0868,0.143,-13.103,0.0612,138.003
127937,0.637,0.887,0.324,0.959,0.122,0.125,-14.176,0.058,154.413
136941,0.832,0.831,0.162,0.935,0.0907,0.349,-12.617,0.256,142.325
120000,0.769,0.546,0.25,0.888,0.116,0.184,-11.962,0.0412,84.05
143759,0.468,0.804,0.202,0.94,0.116,0.265,-18.686,0.0376,149.969
114316,0.758,0.849,0.316,0.884,0.103,0.467,-19.567,0.0427,139.999
140571,0.426,0.883,0.106,0.954,0.0939,0.133,-21.848,0.0397,139.9
126000,0.608,0.84,0.476,0.914,0.187,0.153,-20.515,0.197,137.556
164193,0.692,0.267,0.234,0.835,0.0722,0.0353,-12.784,0.0426,142.004
128470,0.642,0.731,0.35,0.866,0.111,0.493,-12.421,0.308,75.01
175576,0.624,0.778,0.307,0.894,0.0973,0.155,-11.662,0.0435,80.984
174380,0.571,0.825,0.256,0.244,0.204,0.365,-12.564,0.0827,90.03
166574,0.672,0.447,0.4,0.907,0.11,0.397,-15.516,0.0289,130.019
156322,0.579,0.678,0.309,0.889,0.11,0.132,-12.454,0.0415,171.966
159786,0.617,0.899,0.152,0.952,0.237,0.241,-17.443,0.0365,128.775
146086,0.534,0.866,0.193,0.639,0.0939,0.0672,-14.596,0.0334,68.978
189118,0.788,0.829,0.195,0.933,0.109,0.04,-16.817,0.0634,111.998
131200,0.588,0.751,0.199,0.957,0.11,0.225,-17.838,0.0371,149.959
150000,0.475,0.818,0.124,0.898,0.121,0.0559,-23.988,0.0406,59.999
125333,0.517,0.681,0.304,0.83,0.108,0.0388,-20.685,0.043,159.929
180228,0.762,0.776,0.229,0.933,0.103,0.0741,-21.396,0.0544,114.998
185774,0.649,0.873,0.142,0.936,0.363,0.37,-17.276,0.0433,80.019
130727,0.744,0.446,0.157,0.938,0.112,0.418,-14.284,0.125,78.985
104220,0.613,0.914,0.27,0.797,0.0928,0.157,-16.88,0.0487,139.995
128000,0.714,0.917,0.297,0.914,0.0986,0.181,-14.342,0.0894,149.97
126666,0.572,0.976,0.166,0.848,0.11,0.0974,-19.804,0.0338,108.044
177442,0.735,0.937,0.167,0.915,0.162,0.0397,-22.733,0.0349,140.019
138000,0.706,0.86,0.245,0.547,0.0764,0.141,-11.4,0.0293,69.998
136053,0.709,0.699,0.267,0.877,0.118,0.241,-10.631,0.0639,73.963
104691,0.549,0.848,0.0981,0.891,0.111,0.294,-16.704,0.0436,74.983
194556,0.593,0.964,0.118,0.919,0.11,0.0575,-22.462,0.0321,100.012
113023,0.797,0.875,0.103,0.85,0.0933,0.0752,-17.32,0.0706,86.0
124390,0.719,0.768,0.181,0.94,0.103,0.101,-14.264,0.0693,82.024
145500,0.446,0.953,0.219,0.92,0.0928,0.0655,-9.873,0.0315,79.902
103500,0.596,0.539,0.195,0.856,0.0927,0.213,-13.644,0.0319,140.089
151755,0.644,0.887,0.193,0.946,0.0939,0.204,-24.331,0.0551,94.045
137910,0.493,0.742,0.312,0.925,0.115,0.153,-15.138,0.0386,134.063
163241,0.641,0.92,0.226,0.936,0.383,0.0828,-15.486,0.039,75.004
148125,0.801,0.876,0.271,0.898,0.101,0.317,-16.513,0.0775,119.96
144705,0.59,0.915,0.152,0.935,0.105,0.0378,-22.819,0.0382,135.992
161142,0.601,0.906,0.0364,0.94,0.344,0.17,-25.372,0.0651,70.021
119200,0.768,0.743,0.163,0.829,0.107,0.398,-18.012,0.163,75.023
192312,0.696,0.713,0.262,0.897,0.113,0.122,-14.257,0.039,100.016
194583,0.824,0.903,0.136,0.955,0.121,0.0566,-16.76,0.0763,144.023
173538,0.726,0.826,0.314,0.85,0.109,0.0676,-14.441,0.0456,97.601
128056,0.68,0.894,0.114,0.858,0.113,0.0786,-23.789,0.0472,110.009
155927,0.728,0.985,0.319,0.886,0.132,0.0642,-12.916,0.0352,124.158
155076,0.649,0.873,0.145,0.948,0.375,0.268,-21.423,0.0379,129.98
136000,0.785,0.864,0.121,0.919,0.096,0.171,-14.613,0.085,120.029
178570,0.626,0.752,0.445,0.874,0.13,0.228,-10.514,0.0412,82.025
170221,0.669,0.859,0.413,0.806,0.696,0.172,-9.411,0.109,83.067
175208,0.712,0.673,0.159,0.927,0.104,0.0529,-12.408,0.0341,71.999
160645,0.511,0.975,0.138,0.854,0.1,0.113,-12.59,0.0338,123.034
125217,0.721,0.953,0.213,0.836,0.0964,0.177,-16.109,0.259,68.739
148000,0.636,0.946,0.206,0.89,0.412,0.216,-14.481,0.0316,112.075
106672,0.619,0.507,0.289,0.893,0.0971,0.0379,-16.875,0.0941,82.034
141176,0.66,0.93,0.09,0.894,0.111,0.18,-23.304,0.0396,68.034
136140,0.629,0.884,0.176,0.765,0.0472,0.0729,-19.218,0.0362,66.982
148500,0.674,0.825,0.278,0.884,0.351,0.333,-13.706,0.121,159.997
172258,0.587,0.869,0.0413,0.815,0.27,0.165,-29.838,0.0441,61.992
171883,0.66,0.887,0.105,0.936,0.103,0.218,-11.754,0.0552,80.004
114000,0.669,0.96,0.301,0.909,0.115,0.18,-14.349,0.0296,139.954
153664,0.597,0.915,0.259,0.802,0.134,0.192,-13.176,0.0291,89.986
127998,0.71,0.922,0.079,0.451,0.109,0.158,-14.175,0.0662,75.015
128000,0.449,0.983,0.082,0.931,0.129,0.0783,-19.121,0.0278,70.012
151406,0.71,0.909,0.302,0.91,0.106,0.123,-16.194,0.0374,127.985
138352,0.667,0.967,0.0572,0.946,0.101,0.105,-20.588,0.0309,63.0
150050,0.613,0.964,0.0909,0.891,0.101,0.2,-16.06,0.0405,130.043
151500,0.329,0.777,0.182,0.935,0.12,0.038,-23.188,0.0461,54.708
186486,0.601,0.913,0.0785,0.717,0.349,0.0477,-18.039,0.0727,148.058
141739,0.715,0.944,0.491,0.932,0.112,0.0869,-16.254,0.0604,138.073
165245,0.363,0.88,0.226,0.911,0.101,0.126,-14.887,0.031,122.084
171176,0.6,0.901,0.171,0.918,0.126,0.0826,-14.314,0.0357,67.995
127600,0.741,0.903,0.15,0.869,0.117,0.131,-16.694,0.0593,69.998
154310,0.771,0.958,0.105,0.942,0.0999,0.332,-17.697,0.0766,87.002
145598,0.544,0.933,0.163,0.912,0.18,0.158,-15.191,0.0474,74.999
137647,0.696,0.814,0.244,0.836,0.129,0.0537,-16.609,0.0341,132.519
133846,0.769,0.748,0.193,0.914,0.0728,0.247,-13.713,0.0358,130.051
207045,0.617,0.825,0.106,0.908,0.107,0.133,-17.54,0.0515,140.083
146012,0.511,0.928,0.182,0.964,0.119,0.0751,-13.651,0.488,78.972
136794,0.526,0.895,0.323,0.923,0.0911,0.198,-11.324,0.0396,80.0
128550,0.672,0.752,0.113,0.912,0.109,0.158,-14.131,0.0382,150.077
174464,0.627,0.814,0.225,0.786,0.0964,0.158,-20.161,0.11,84.018
154666,0.329,0.931,0.0382,0.878,0.113,0.13,-25.635,0.0591,85.156
149600,0.637,0.81,0.26,0.74,0.138,0.126,-13.441,0.0424,75.011
132000,0.516,0.966,0.0591,0.971,0.0932,0.0926,-25.33,0.0349,80.006
142941,0.696,0.957,0.198,0.844,0.357,0.129,-13.512,0.0569,68.004
156724,0.761,0.965,0.134,0.949,0.155,0.171,-15.515,0.0467,115.992
183896,0.663,0.863,0.198,0.884,0.105,0.0929,-9.693,0.0737,77.006
120000,0.621,0.847,0.206,0.941,0.101,0.0901,-14.484,0.042,80.032
130968,0.714,0.772,0.187,0.882,0.343,0.123,-10.755,0.117,66.98
123214,0.854,0.633,0.142,0.835,0.366,0.117,-13.843,0.085,98.071
160000,0.643,0.662,0.168,0.941,0.423,0.558,-17.115,0.1,74.982
146511,0.708,0.704,0.314,0.924,0.116,0.121,-11.427,0.064,171.923
164571,0.649,0.865,0.0318,0.898,0.111,0.206,-24.99,0.0339,105.033
176666,0.698,0.764,0.232,0.924,0.125,0.199,-13.833,0.0417,143.98
201931,0.564,0.173,0.72,0.0,0.213,0.263,-4.194,0.0384,145.085
184281,0.447,0.0772,0.878,2.52e-06,0.114,0.334,-5.705,0.0724,149.898
